Date,Time,Headline,Body Context
1/6/2025,21:06,Carra's IN-DEPTH analysis: How Amorim's system caused Liverpool problems,Jamie CarragherandTom CairneydiscussManchester United'smuch-improved performance against table-toppingLiverpooland howRuben Amorim'ssystem caused problem's forArne Slot'sside.
1/6/2025,15:10,Palace prepare improved bid for Liverpool starlet Doak,"Latest from Sky Sports' Rob Dorsett, Dharmesh Sheth and Lyall Thomas: Crystal Palaceare preparing an improved bid forLiverpoolwingerBen Doak,Sky Sports Newshas been told. This is despite seeing two approaches already rejected by the Premier League leaders. Ipswich are also discussing internally whether to go back in for the winger, who is currently on loan at Middlesbrough, despite also being knocked back. Liverpool believe the first offers from both clubs fell far short of their valuation of Doak and they believe he can eventually play for their first team. They are also happy with his progress at Boro and would like to continue his development there. The Reds are in a strong position, with interest in Doak from a number of Premier League clubs and others in Europe. Therefore it would take a significant bid to tempt them to sell - probably with a buy-back option included in the contract. It is thought Palace are now considering offering a deal potentially worth over £20m for Doak, which would be closer to Liverpool's valuation of the player, it is believed. However, it is still far from clear that he would be allowed to leave Anfield in this window."
1/6/2025,14:54,'Far too lethargic!' | How Man Utd dismantled Liverpool's defence,Sky Sports'Stephen WarnockanalysesManchester United's strategy of targeting Liverpool's left side and details howIbrahima Konatedoes not provide much support to Trent Alexander-Arnold.
1/6/2025,14:33,Salah's cryptic Instagram post,"Mohamed Salahhas posted a picture of himself stood alongsideTrent Alexander-ArnoldwithVirgil van Dijkin the background amid the ongoing saga surrounding the trio's contracts at Anfield. Salah has regularly stated this is set to be his 'last year' at Liverpool, while Sunday's 2-2 draw with Manchester United was dominated by criticism of Alexander-Arnold's performance amid public interest from Real Madrid. Van Dijk has stated he is calm about his future at the club, but is Salah trying to send a message with his no-caption image?"
1/6/2025,14:11,Pitaluga leaves Liverpool and rejoins Fluminense,"Brazilian goalkeeperMarcelo Pitalugahas leftLiverpooland rejoined former club Fluminense on a permanent deal. The 22-year-old spent four years on the Anfield club's books, but did not make a senior appearance. He had loan spells atMacclesfield, St Patrick's AthleticandLivingston."
1/6/2025,13:10,Alexander-Arnold not affected by Real Madrid approach – Van Dijk,"Liverpool captain Virgil van Dijk does not believe Real Madrid’s interest in Trent Alexander-Arnold has impacted the full-back’s performance. The England international was at fault for Manchester United’s opener in the 2-2 draw at Anfield and was generally poor throughout, falling well below the high standards he has set himself. At the start of the week Real, with whom Alexander-Arnold has been strongly linked with his contract expiring in the summer, made an approach about the possibility of signing the 26-year-old in the current transfer window. They were immediately rebuffed and told the England international is not for sale in January but that and Alexander-Arnold’s subsequent display will be viewed as something more than a coincidence. However Van Dijk, who is another player whose current deal runs out in five months, has no concerns. “I am fine with it. Trent has his own people around him, his family and we are there as well,” he said. “He wants to perform in the best way possible like we all do. That is the main focus. “In my opinion, maybe ask him, that is the distraction… the game.”"
1/6/2025,12:30,Carra calls for Liverpool to sign defender,"Sky Sports' Jamie Carragher: ""Liverpool at the start of the season were very defensively strong, but they have started to leak goals and that's my worry. The noises coming out of the club is they aren't going to do any business in January and I still feel Liverpool need to buy a defender."""
1/6/2025,08:37,'I'm calm about it!' | Van Dijk unfazed by contract concerns,"Asked about his ongoing contract saga, with hisLiverpooldeal expiring in the summer,Virgil van DijktoldSky Sports:""Nothing. I'm calm about it, like I said months ago. At this moment I've got absolutely no update and it's all about focusing on the performance for me and the team."""
1/6/2025,08:27,Neville on local players…,"Speaking on the Gary Neville Podcast, the former Manchester United full-back waded in on the Trent Alexander-Arnold saga... ""From a Trent Alexander-Arnold perspective, he would be completely naive to think that Liverpool are going to let him go mid-season because the message that would send to everybody would be wrong. ""From my point of view, Cara's just said about us being club men, I am a club man, I would never have left Manchester United, and I remember when Inter Milan were sort of coming in for Scholes and Giggs. ""They were never going to leave. But David Beckham, who was essentially a local kid, even though he came from London, he'd been at United since he was 13. His mum and dad adored United, they were season ticket holders and I never wanted him to leave. ""My advice to him was don't leave but he wanted to go and play for Real Madrid because he saw a journey that we didn't see. ""At the time I thought you might regret that. To be fair to him, he's gone and had the most incredible career and life at Real Madrid, and all those clubs beyond. ""When I look at Carra or Steven Gerrard, I went to famously, ask Steven Gerrard whether he'd make the short journey down the East Lancs Road to Manchester to come and play for United, and he said no. ""He said, I won't come and play for United because, to be fair, one, I don't want to, and secondly, to be fair, my family wouldn't ever be able to show up in Liverpool again. ""I look at Trent Alexander-Arnold, I don't see him quite the same as Carra or Steven Gerrard in the sense of I see him more like Michael Owen, and that's not a criticism, by the way. Someone who feels that their profile, their talent and their life needs something different. ""I look at Trent and I don't think he can lose here in the sense that you stay at Liverpool, you'll be a Liverpool legend and you'll be loved forever by the people here, and that's one way to go. ""I might be saying this completely differently about a United player, but when I look at the David Beckham factor, I think of Trent and the journey that Beck's had by going to Real Madrid, AC Milan, Paris Saint-Germain and Los Angeles, all those things that he's done in his life that I've not done. ""I don't ever regret what I did, but I also look at what he did. I speak to Roy Keane sometimes, and Roy could have gone to Juventus and Bayern Munich, and you've heard him say, I just wonder what it would have been like to play for these great clubs in Germany and Italy. ""So, I'm not saying he's got to stay, but on the other hand, if Real Madrid come in for you and he wants to do that in his life, then obviously that's the problem that I think Liverpool fans have at this moment in time, because this is a very passionate city, as is Manchester. ""They love their football club, he's one of their own, and it's tough, it's different for him than it is for Mo Salah and Van Dijk because he is a Liverpool boy."""
1/6/2025,08:24,Carra on Trent knowing about the Real bid…,"Speaking on the Gary Neville Podcast, Jamie Carragher said: ""Real Madrid have done this for a long time. You go back to Ronaldo, they are the biggest club in the world, and they've got their own media out there in terms of the papers they've got. ""In terms of the bid, I don't think they're going to bid that much more than that. ""My problem with it is, they have bid on the back of Trent Alexander-Arnold or his agent saying, put a bid in because they wouldn't put a bid in unless they get the say-so. ""But all those parties know, Liverpool are going to turn that down anyway. What are you trying to create? ""Liverpool are not going to sell Trent in January to go for a league title. ""Let's not be naïve here, no-one puts bids in now unless they've already spoken to the player about if they get accepted, would you come? People know before they put things in and there's obviously been talks. ""I've got no problem with that, that's the nature of the game. I'm sure he's in talks with Real Madrid and maybe other clubs, and maybe he's got a decision to make, but I think for that to come out when it did, I was not happy about that at all. ""We're probably not the best people to speak to about this because we've never been involved in a transfer and we're probably two of the biggest club men you could see. ""We'd always put the club first, but I just think the situation Liverpool are in, there's no way an agent or Trent Alexander-Arnold don't know that bid's going in before it goes in, and if you don't want that to go in, you say no."""
1/6/2025,08:23,Neville and Carra debate Real distraction as Slot defends 'poor' TAA,"Trent Alexander-Arnold's shaky performance against Manchester United was affected by suggestions of a recent bid from Real Madrid, says Jamie Carragher. The Liverpool right-back, having been heavily linked with Real this week, had a game to forget as United frustrated the Premier League leaders with a battling2-2 display at Anfield on Super Sunday. Alexander-Arnold, now in the final six months of his contract at his boyhood club, struggled to impose himself and was at fault for the visitors' first goal. Sky Sports"
1/6/2025,07:14,Slot backs TAA but accepts others will blame Madrid link,"Arne Slotconceded people will thinkTrent Alexander-Arnold’s performance was affected by rumours surrounding his future in title-chasing Liverpool’s 2-2 draw with Manchester United. The Liverpool right-back, having been heavily linked with Real Madrid this week, had a game to forget as United frustrated the Premier League leaders with a battling display at Anfield on Sunday. Alexander-Arnold, now in the final six months of his contract at his boyhood club, struggled to impose himself and was at fault for the visitors’ first goal. He was later booked and substituted off. Reds manager Slot does not believe the speculation had a big impact, but accepts other people will view the matter differently. The Dutchman said: “I think nine out of 10 people will tell you that it affected him. I’m (the) one of the 10 that tells you that I don’t think that affected him. “What affected him is that he had to play against Bruno Fernandes and Diogo Dalot, two starters for Portugal, great, great players. “If these players set themselves to a game – and that is what United once in a while does – then it’s very difficult to play against them. “I think that is more difficult for Trent to play against than the rumours that were there during the week. “But that’s my opinion, and probably everybody’s going to tell you that it had to do with the rumours.”"
1/5/2025,22:44,Do Liverpool have a right-sided problem?,"Sky Sports' Laura Hunter: ""Second-half improvements have been a characteristic of Liverpool’s Premier League title charge this season. They have recovered 13 points from losing positions, trailing in four of their last six. Many would characterise such resilience as a necessary ingredient of any title hopeful, but their slow starts in games have also exposed a weakness. ""Three teams have given the league leaders a run for their money at Anfield this season - Nottingham Forest, Fulham and now Man United - and all left with points having scored the first goal. Powers of recovery can only carry you so far across a 38-game season. ""Man United played on the same frailty Forest and Fulham did - a gaping right-hand side - and got their rewards. 53.8 per cent of United’s attacks came down their left, targeting the space left by Trent Alexander-Arnold's predisposition upfield. ""Arne Slot's side have exhibited very few flaws this season, but that one has cost on more than one occasion."""
1/5/2025,22:39,'It tells you how much quality Man Utd have' | Slot defends Trent's performance,No Content
1/5/2025,22:18,"'Real bid was insulting!' - Nev, Carra, Keane and Sturridge debate Trent saga","Jamie Carragher,Daniel Sturridge,Roy KeaneandGary NevillediscussTrent Alexander-Arnold's contract status at Liverpool and if he should stay at Anfield or leave for Real Madrid."
1/5/2025,22:15,Van Dijk 'calm' about unresolved contract,"Liverpool defender Virgil van Dijk speaking to Sky Sports about the 2-2 draw with Man United: ""We created good chances. The problem was Man United have very good players on the break, if you're losing the ball in difficult situations and you aren't ready to regain the ball high up the pitch, they have speed - that's the quality of them."" Asked about his ongoing contract saga, with his Liverpool deal expiring in the summer, he added: ""Nothing. I'm calm about it, like I said months ago. At this moment I've got absolutely no update and it's all about focussing on the performance for me and the team."""
1/5/2025,21:57,Sky Sports Football Podcast: Amad's late goal earns Man Utd draw in thriller,No Content
1/5/2025,20:30,'Liverpool's draw with Man Utd  will give Arsenal lift',"Former Liverpool defender Jamie Carragher on Sky Sports: ""I was frustrated coming to the game, listening to friends and family and people around the ground, not about beating Man Utd but by how many. ""That also happened last season going into the game and it finished 0-0. Jurgen Klopp was frustrated with the Liverpool supporters last season and everyone was sort of downbeat about it finishing 0-09. ""It’s a lesson because in the first half it felt like the players were like that. It felt like the atmosphere was like that and it wasn’t until Liverpool went behind that I felt like I was at Anfield watching Liverpool vs Man Utd. ""I think subconsciously, the players and everyone around Liverpool got carried away with how poor Man Utd were on Monday night. ""Anfield at its best is when it is energetic, and Liverpool are picking balls up. In the first half, I think there was one time Liverpool won the ball back and went quick, getting the crowd up. I always felt Liverpool were a yard shot. ""Definitely, this manager’s style is different to that of Klopp. There’s a little bit of that in it because it is not so gung-ho and going after teams. It’s about trying to get a bit more balance. ""That has helped Liverpool defensively but the big worry for me now is Liverpool are starting to concede goals. ""I still think Liverpool are the best team in this league, I still think they have a lot more goals in the team and more attacking talent than Arsenal, but if you were Arsenal watching that, the thing that will give you a little lift is Liverpool not winning, but also the fact they are starting to concede goals and chances."""
1/5/2025,19:54,Carragher: Liverpool need a left back,"FormerLiverpooldefenderJamie Carragherafter their 2-2 home draw against Manchester United on Super Sunday: ""Liverpool need to sign a full-back. I think they need a left-back. ""Trent Alexander-Arnoldwas really poor. He will be a lot better than that andConor Bradleyis fantastic. ""I just thinkAndy Robertson, who is an absolute legend, is just hanging on in every game. I don’t thinkKonstantinos Tsimikasis quite of the standard to come in and replace him. ""I think if Liverpool could get a left-back in January, I think that’d put Liverpool in a really strong position to win the league."""
1/5/2025,19:37,Carragher: Slot should have subbed TAA sooner,"Sky Sports' Jamie Carragher at Anfield: ""The manager is brilliant at making changes, you go back to the first game of the season and he brings Quansah off at half-time. ""He identifies things in the first half and changes it. I think he got it wrong today, I think he took too long to take Trent off. ""I'd have seen how the first 10 or 15 minutes of the second half went but as soon as the first Man Utd goal went in, I think he should've come off."""
1/5/2025,19:34,Carragher: Real Madrid bid affected Alexander-Arnold,"Sky Sports' Jamie Carragher at Anfield: ""I thought he was really poor. The game couldn't have gone much worse for him, there was always going to be focus on him. ""I was expecting him to put in a performance he has put in so often where he dominates the game from right-back. He's a playmaker. I felt Man Utd's system would play into his hands, there'd be a lot of space to get his head up and put crosses in. ""I thought he'd be thinking about how everyone's talking about him negatively, and that he'd put in a really big performance. He was poor defensively, but there was nothing going forward on the ball. ""Only he knows if the talk affected him, but the fact he was so poor in the first game after Real Madrid put a bid in tells me it must have affected him."""
1/5/2025,19:09,FREE MATCH HIGHLIGHTS: LIVERPOOL 2-2 MAN UTD,No Content
1/5/2025,19:08,Slot: Trent’s performance wasn’t due to Real Madrid links,No Content
1/5/2025,19:07,'It could have been a lot worse',"Liverpool defender Virgil van Dijk: ""It could have been a lot worse if we are absolutely honest with ourselves. They had a big chance in the end that could have been a lot worse than where we are now. I'm definitely disappointed with dropping points at home but it is what is and we have to move on and we will."" ""We found the 2-1 and then it is about trying to manage the game and keep the ball for longer than three and four passes. We lost the ball too easily at times and then we were more open than we should have been. We're not perfect, we're still learning and we have to learn from this as well."" On being in a strong position when you look at the league table:""We look at the next game, we don't look at the league table."""
1/5/2025,19:07,'Result not good enough',"Liverpool midfielder Alexis Mac Allister to Sky Sports: ""The result is not good enough. The performance was not as good as we wanted but at the end of the day it was a fair result. ""We didn't play as we wanted and conceded too many chances and had opportunities to score more goals. ""The effort was there, the mentality was there because we came back but when you're 2-1 at 75 minutes you have to defend better and we couldn't do it so we have to think about what we did wrong and move on."""
1/5/2025,18:00,Keane: Trent's 'schoolboy defending' more like Tranmere than Real Madrid,"Roy KeanesuggestedTrent Alexander-Arnoldshould be moving toTranmererather thanReal Madridafter criticising the Liverpool player's ""schoolboy defending"". Alexander-Arnold has been linked with a switch to the Spanish giants during the transfer window, but Keane was distinctly unimpressed with his performance in the first half of Sunday's game against Manchester United. Analysing the chances which Amad Diallo and Rasmus Hojlund failed to convert at Anfield during half-time, Keane said onSky Sports:""It's too easy. ""Them [sic] chances for United [come from] a couple of balls over the top. We talk about how brilliant Trent is going forward, but Trent's defending today; my goodness it's like schoolboy stuff. ""There's talk about him going to Real Madrid, the way he's defending he's going to Tranmere Rovers after this. He's got to do better."" Tranmere posted their response to Keane's suggestion on social media platform X before the game at Anfield ended 2-2. The club wrote: ""Trent to Tranmere, Roy? Nah, we're alright thanks."" 'Trent better hope Real Madrid aren't watching' Sky Sports' Jamie Carragher on co-commentary: ""There's far too much coming down Liverpool's right. ""Man Utd are getting in behind Konate and Alexander-Arnold far too easily. ""There's been a lot of talk coming into this game - but Trent Alexander-Arnold better hope Real Madrid aren't watching."""
1/5/2025,16:31,How Man Utd hero Vidic almost joined Liverpool,"Manchester UnitedheroNemanja Vidicis arguably the most famous ever Christmas Day transfer signing. Former Red Star Belgrade captain Vidic won five Premier League titles with Manchester United  after joining the club in 2006. But speaking as part ofSky Sports' Transfer 360series, Vidic revealed he was actually very close to joining United's bitter rivals - and opponents today -Liverpool. ""The Russian leagues were expanding, there were a lot of new players coming and a lot of agents, scouts were coming to watch the games,"" Vidic said. ""Anything, in life when people start speaking good about you, a lot of people find the interest. ""I had interest from Fiorentina, I had agreed a deal to go there - then came Liverpool. ""My English was not good enough to speak to Rafa Benitez. “My wife, who was my girlfriend at the time, was actually in the car with me when I spoke with Rafa. He showed first interest and wanted to bring me to the club. “Probably there was an issue with the clubs in terms of the money to pay probably, but definitely, he was keen to bring me. “And Sir Alex Ferguson called me, maybe three weeks after Rafa. He asked me if I wanted to play for Manchester United ""I said yes and he said just leave it to me."" Watch Liverpool vs Man Utd at Anfield NOW on Super Sunday, live on Sky Sports Premier League and Main Event..."
1/5/2025,11:58,OFFICIAL: Liverpool vs Man Utd is on!,"Despite safety fears after heavy snow overnight in the north west,Liverpool vs Manchester United will go ahead as planned. The council's Safety Advisory Group, which makes the final call on logistical issues surrounding matches, has given the green light after meeting twice today to discuss the best way to proceed. Follow all the build-up and coverage on the Sky Sports App, as well as onSky Sports Premier League. Non Sky customers can stream the game with no contract with a NOW pass."
1/5/2025,11:54,Carra: Game on!,No Content
1/5/2025,07:49,WATCH: Slot looks back at previous Liverpool v Man Utd games at Anfield,Liverpool head coach Arne Slot watches back some classic games that have taken place between Liverpool and Manchester United at Anfield during the Premier League era.
1/4/2025,22:42,'Liverpool offer Alexander-Arnold £78m deal to stay',"Liverpoolhave offeredTrentAlexander-Arnolda huge £78m five-year contract to try to keep the England defender out of the clutches ofReal Madrid, write theSunday Mirror. The club insist the 26-year-old, who is out of contract in the summer, is not for sale and when the Champions League holders made an enquiry a few days ago, it was immediately rebuffed with the message they had no intention of discussing it further. It is claimed the Spanish giants are confident they can tempt the Alexander-Arnold to join them, with his contract set to expire at the end of the season."
1/4/2025,18:51,Liverpool vs Man Utd decision at 12pm,"Liverpool city's Safety Advisory Group will make adecision at 12pmto decide whether today's Premier League clash at Anfield betweenLiverpool and Manchester Unitedwill go ahead. Heavy snow  fell in parts of the north west overnight leading to John Lennon and Manchester Airport to close runways. The Met Office has issued amber weather warnings for the north west area and other areas of the UK. Liverpool tweeted: ""At this stage the match is planned to go ahead as normal and every effort is being made to get the game on. ""A further safety meeting will take place again at midday to assess the latest conditions.   We will update supporters just as soon as we can. Please take extra care out there, Reds."" Avanti West Coast trains in and out of Liverpool Lime Street were also cancelled until 12pm."
1/4/2025,18:29,Carrick: Nothing has changed with Doak's loan,"Michael Carrickinsisted “nothing’s changed” regardingBen Doak’simmediate future atMiddlesbroughafter theLiverpoolloanee helped earn a point against Cardiff amid reported interest from the Premier League. The 19-year-old winger has been the subject of reported offers fromCrystal PalaceandIpswichin the last week, which have been rejected by the Reds. Carrick said: “Nothing’s changed. Loans are loans, that’s how it is. In terms of the situation, it’s exactly where we are. “He played today, looked dangerous and created a goal. It is what it is. Nothing has changed from our point of view. I’m pretty calm about it. “He played today, he played well in spells and looked really dangerous. I have no worries about that. “January can throw up different things. Sometimes you can keep players and sometimes you can lose players or teams come in for your players, that’s just how it is. Everyone is important but we knew the situation when we got into it.”"
1/3/2025,23:50,Transfer Talk: Could Trent leave for Real Madrid in January?,"Speaking on theTransfer Talkpodcast,  Terry Gibson explains why he thinksLiverpool'sTrent Alexander-Arnoldcould leave forReal Madridin January."
1/3/2025,22:36,The first Transfer Talk Podcast of 2025!,Pete Graves is joined by Dharmesh Sheth and La Liga expert Terry Gibson to discuss:
1/3/2025,20:18,'Alexander-Arnold holds the cards over his Liverpool future',"Sky Sports News' Dharmesh Sheth speaking on the Transfer Talk Podcast: “When you compareSalahandTrent Alexander-Arnold,Real Madridhave actually approachedLiverpool. We can't be naive here; Real Madrid aren't going to approach Liverpool if they aren't getting any kind of encouragement that Alexander-Arnold at some point will want to join Real Madrid. “Liverpool are clearly not going to allow him to leave in this transfer window. And they're in a bit of a situation here, because with these three players, in particular Alexander-Arnold, and the amount of time that they've got left on their contracts, they hold all the cards here. They hold all the power. They know that they can effectively bounce one club off another. “I know Alexander-Arnold in his celebrations has suggested everyone's talking too much, miming with his hands that there's been too much chat about his future. But the fact of the matter is, for Real Madrid to actually approach Liverpool - and I know it got rebuffed - there must have been some encouragement that, at some point, Alexander-Arnold and his camp might have given an encouragement to Real Madrid that, yes, they would want to join. “On the flip side, it works brilliantly for Alexander-Arnold as well because, if you've got Real Madrid coming to Liverpool, and saying, ‘We want to bring in Trent Alexander-Arnold - what are the chances in this month?’ it might put Liverpool in a position realising we're going to need maybe to raise our offer to Alexander-Arnold. From everything that you can see on that situation, he holds all of the cards here. “I'm not saying he won't stay at Liverpool, I'm not saying he won't sign a contract at Liverpool, I just feel that the direction of travel for this one appears to be a move to Real Madrid on a free transfer come the summer.”"
1/3/2025,19:46,'Little noise about Salah signing a pre-contract elsewhere - do clubs expect him to stay at Liverpool?,"Sky Sports News' Dharmesh Sheth, speaking on the Transfer Talk podcast: “We don't exactly know what Mohamed Salah wants, be it a financial issue or a contract-length issue, but clearly that hasn't been agreed yet. We do know talks are ongoing, because even by saying that there's been no progress, the fact is that the two parties are talking to each other. “The one thing that keeps leading me to believe that Salah will be staying at Liverpool and it will eventually get resolved is he's now free to talk to clubs outside England ahead of a pre-contract agreement - I haven't really heard of any clubs that have gone to Liverpool. ""There hasn't been any noises about it, about clubs saying ‘We want to bring in Salah, we want to sign Salah now, or sign him on a pre-contract agreement’. ""Is that because, one, they're not interested? I couldn't believe that in a million years. Or is the message that these clubs are getting that he's going to end up staying at Liverpool? That seems to be what I feel the mood music is like. Sky Sports “Then again, you can take it on face value as well, and if you believe everything that Salah is saying just now, it's clear the contract hasn't been agreed because there's been no announcement, and he is saying that it's his last year, his last few months at the club, because there hasn't been an agreement. “There can still, of course, be that agreement, and it's not like it's affecting him at all, is it? He's been absolutely sensational for Liverpool this season. He seems to be spearheading them towards a Premier League title. “That is what I'm getting from all of this messaging. It's almost like saying to Liverpool, get a move on. It's encouraging the fans as well. You see it all over social media where they are saying to the club to just give him what he wants. “Liverpool can't just give him what he wants because there are other issues they have to deal with as well, not least what they'd have to pay other players who would be coming towards the end of their contract as well. Clearly, we haven't heard the last of it, but clearly, it's not affecting his form.”"
1/3/2025,18:46,Jones Knows: United worth a tickle at 8/1,"Sky Sports Sky Sports' betting expert Lewis Jones: Liverpool are likely to overwhelm Manchester United at some point in the match but every team has it's price. And at 8/1 with Sky Bet, with Bruno Fernandes and Manuel Ugarte back to bolster up the middle of the pitch, United are just too big to pass up, especially in a season where we've become accustomed to expecting the unexpected. Yes, United have taken just seven points from eight Premier League games under Ruben Amorim - since he was appointed only Leicester (4) and Southampton (2) have taken less. But you only need to go back a couple of games to see encouraging underlying metrics - they did win the expected goals battle for five games in a row, including winning the actual game at Manchester City. This away trip is obviously a huge step-up on that but this United squad is packed full of big-game players that have won multiple trophies in their time. At the prices, they are worth a nibble to deliver."
1/3/2025,18:46,Ipswich make approach for Liverpool's Doak,"Latest from Sky Sports News' Dharmesh Sheth, Mark McAdam and Lyall Thomas: Liverpoolhave knocked back approaches fromCrystal PalaceandIpswichfor wingerBen Doak. Neither Palace nor Ipswich have come close to meeting Liverpool's valuation for Doak, currently on loan at Championship sideMiddlesbrough. Doak is said to be one of Palace’s top targets this month, while Ipswich are currently discussing whether to make an offer closer to Liverpool's asking price. Liverpool have also rejected some strong interest from teams in Europe. Liverpool are happy with the 19-year-old's progress at Boro and they believe he still has a future at Anfield and can play in Arne Slot’s first team eventually. The 19-year-old won EFL Young player of the Month for December and Liverpool believe he is the best player in that division. Sky Sports"
1/3/2025,16:59,Who's in and who's out? | All the weekend's Premier League team news,No Content
1/3/2025,16:25,Essential Questions: Liverpool vs Man Utd plus 2025 predictions...,"On the latestEssential Questions,Sky Sportsfootball journalists Ron Walker, Peter Smith and Sam Blitz look ahead to Liverpool vs Manchester United and predict how the Premier League could play out in the New Year. Ruben Amorim's out-of-sorts United face the daunting trip to Anfield live onSky Sportson Sunday - but do they stand any chance of getting a result against their big rivals? Liverpool - top of the Premier League - will be aiming to maintain their title-race momentum with a statement victory. We assess how it could play out. Plus, in the first podcast of 2025, we look ahead to how the Premier League could play out in the coming months..."
1/3/2025,16:13,Liverpool reject Doak bid,"Latest from Sky Sports News' Lyall Thomas: Liverpoolhave knocked back approaches from several clubs, includingCrystal Palace,forBen Doak. The Reds have rejected some strong interest teams in Europe as well as the Premier League. The levels those clubs were willing to pay do not come close to Liverpool’s valuation of Doak, who is on loan at Middlesbrough. They have therefore been rejected out of hand. Liverpool are happy with his progress at Boro and they believe he still has a future at Anfield and can play in Arne Slot’s first-team eventually. The 19-year-old won EFL Young player of the Month for December and Liverpool believe he is the best player in that division. Doak is said to be one of Palace’s top targets this month."
1/3/2025,16:11,WATCH: Salah continues to cast doubt over future,No Content
1/3/2025,16:10,Salah wants 'special' Premier League title in 'last year' at Liverpool,"Mohamed Salahinsists he is determined to end on a high at Liverpool and win the Premier League in what he suggests is his final season at the club. ""In my interviews over the last seven or eight years, I always say [I want to win the] Champions League. But this is the first time I'm saying I really want to win the Premier League with Liverpool."" When asked why that is, he added: ""I have no idea. It's probably because we didn't celebrate the one we won in the way we wanted and also, coming back here too, it's my last year in the club so you want to do something special for the city."" Sky Sports"
1/3/2025,15:05,Liverpool knock back Doak interest,"Latest from Sky Sports News' Lyall Thomas: Liverpoolhave knocked back approaches from several clubs includingCrystal PalaceforBen Doak. The Reds have rejected some strong interest teams in Europe as well as the Premier League. The levels those clubs were willing to pay do not come close to Liverpool’s valuation of Doak, who is on loan atMiddlesbrough. They have therefore been rejected out of hand. Liverpool are happy with his progress at Boro and they believe he still has a future at Anfield and can play inArne Slot’sfirst team eventually. The 19-year-old won EFL Young player of the Month for December and Liverpool believe he is the best player in that division. Doak is said to be one of Palace’s top targets this month."
1/3/2025,11:55,'Slot in fine form - only question marks remain over contracts!',"Sky Sports News' Sanny Rudravajhala at the Liverpool AXA Training Centre: ""A busy press room today, packed with familiar faces to say hello to, wish well for the new year and, most importantly, ask on how we're going to grill the boss on Trent Alexander-Arnold's future! ""The Real Madrid approach as we were all getting ready to count down to midnight on New Year's Eve was the hot topic. Arne Slot was quite open when I asked him on what more we can see from the Liverpool full-back, but had a straight bat on his future. ""What we do know is he'll be playing on Sunday. The Dutchman was all smiles, as you'd expect given his side are six points clear and was open too on how good Mo Salah and Virgil Van Dijk have been so far this season. ""It does make you wonder why theirs and Alexander-Arnold's futures are still undecided but it does give us journalists something to talk about, and Liverpool fans something to worry about! ""Does Arne Slot has sympathy for Ruben Amorim's side, 14th in the table? Yes but only as far as there is pressure on all Premier League managers. ""And whilst he said it was a 'strange question' from me on whether he'll be resting any of his side against their rivals, he did say they have better players than they're performing at, at the moment. Let's see on Sunday, shall we!"""
1/3/2025,10:41,Slot:  Konate & Bradley to train on Friday,"Liverpool boss Arne Slot was forthcoming on an injury toJoe Gomez, whose eight-match run in the side deputising for the injuredIbrahima Konatehas come to an end due to a hamstring problem sustained in the weekend win at West Ham. “Joe is, of course, not in a good place when it comes to his injury. He is out for a few weeks, that’s for sure,” said Slot. There was better news on Konate andConor Bradley, who are back from knee and hamstring injuries respectively. “Conor and Ibou will train with us today for the first time so I’m interested to see where they exactly are,” said the head coach. “They have worked hard to come back to the team but the next step is always ‘how do you handle team sessions?’"""
1/3/2025,10:40,Slot: Trent Alexander-Arnold focused on Liverpool despite Real Madrid link,"Liverpoolhead coach Arne Slot insistsTrent Alexander-Arnoldis fully committed to the club in the wake ofReal Madrid’sapproach this week. However, when the Reds boss was offered the chance to state publicly the England international would not be sold in January, the Dutchman merely said he would be playing against Manchester United on Sunday. Slot, as the club’s first head coach rather than manager, has had responsibility for contract negotiations and transfers taken out of his hands and, as a result, has always refused to speak about them and defer to sporting director Richard Hughes. Privately, the club insist the 26-year-old, who is out of contract in the summer, is not for sale and when the Champions League holders made an enquiry a few days ago, it was immediately rebuffed with the message they had no intention of discussing it further. Slot remained guarded in his press conference, but confirmed he has spoken with Alexander-Arnold following the Real approach and does not believe it will have a destabilising effect. “I completely understand the question and why you ask it, but you already know the answer: these conversations I have never shared, not about Trent, not about any others, about what I talk to them about,” he said. “It was a conversation as many others we had, me and Trent, so let’s leave it at that. “I can tell you he is playing on Sunday and hopefully he brings the same performances as he brought in for the last half-year, because everybody saw how great a first half of the season he had, how much he is here, how much he wants to win here. “I see him on the training ground every day working his ass off. He is fully committed to us and he will play on Sunday. “If it would destabilise players at Liverpool if other people talk about them, then we would really have a problem because if you play at one of the biggest clubs in the world everybody is always – for 12 months long – talking about you, sometimes in relation to other clubs. “That happens so many times for our players, so if that destabilises them then we really would have had a problem, not only now but in the last six months because there were some talks about our players in the last six months and I don’t think it destabilised them at all.”"
1/3/2025,08:49,Liverpool vs Man Utd preview plus 2025 Premier League predictions,"Sky Sports’Ron Walker,Peter SmithandSam BlitzpreviewLiverpool’shuge game vsManchester United- which affects both ends of the table! Can Liverpool be stopped in their pursuit of the title and should Ruben Amorim’s Red Devils be looking over their shoulders at the bottom three?! Plus, we make some bold and brave New Year predictions including who wins the title, who goes down and who is arranging a European tour!"
