Date,Time,Headline,Body Context
3/17/2025,17:35,Was this Mane all over again?,"Liverpool fans often point to the sight of an overjoyed Sadio Mane running towards a raucous away end atAston Villain November of 2019 as the moment they truly ended their long title wait. The Reds needed months to confirm the honour but for many, the race was won when that glancing header beat Villa at the death. On such moments, momentum becomes an avalanche and titles are clinched. Saturday's added-time drama atBrentfordcontained its fair share of delirium, not to mention an eye-catching moment that has fans talking. Was this the Mane header all over again? When Darwin Nunez applied his finish in the 91st minute, the Uruguayan threw his shirt into the air and led a pack of chasing team-mates to the corner flag, where the Reds' travelling fans were losing their minds. The footage of the celebrationshas become a viral social media hit,, externalwith Federico Chiesa's eyes-wide joy a prominent feature and Harvey Elliott playing a starring role. Elliott sprints after Nunez, picks up the striker's tossed shirt from the floor and in a rhythmic, almost poetic manner, boots a pitchside ball high into the bouncing away end. On a day when 37 shots had been fired at the Brentford goal, at the end of a week when Nunez was discussed at length by pundits expecting his imminent departure, and after a run of days where the word ""blip"" was used perhaps more than it should have been, Elliott's swipe punched through the January air, as roars poured down at him, his jubilant team-mates and a striker reborn for perhaps the fifth, sixth or seventh time in his Anfield career. Following Mane's Villa Park header, Liverpool won 16 league games in a row. Reds fans will hope Nunez's moment and Elliott's big boot prove to be as influential and, one day, as iconic."
3/17/2025,16:33,'I just want to be better than him one day' - Konate on Van Dijk,"This video can not be played  Liverpool defender Ibrahima Konate believes the partnership he has formed with captain Virgil van Dijk is the best central defence in Europe this season. The Reds are six points clear at the top of the Premier league with a game in hand and three points clear at the top of the new League Phase of the Champions League with two games remaining - starting on Tuesday evening against Lille. Arne Slot's side also have the best defensive record in both competitions, conceding just one goal in their European matches so far and 20 in their 21 domestically. When asked in the pre-match news conference if his partnership with Van Dijk is the best in Europe, Konate said: ""This season, yeah I think so. Everybody knows Virgil, everybody knows his quality. For me he is the best, no-one is better than him in this position. ""I learn a lot from him and from other players like [Joel] Matip, Joe [Gomez] and others who play this position as well. ""I never said it to him [Van Dijk] but I have said in interviews, I just want to be better than him one day! ""That's why I work hard, to reach this level one day."" Konate also confirmed he has been offered a new contract by the club with his current deal expiring in June 2026 but was not drawn into commenting further, adding: ""This is another conversation."""
3/17/2025,16:11,"Slot on Jota's fitness, Nunez's form and the 'strange' European format","Liverpool boss Arne Slot has been speaking to the media before Tuesday's Champions League game at home against French side Lille (20:00 GMT). Here are the key lines from his news conference: Slot said both Diogo Jota and Joe Gomez are expected to be back in ""weeks not months"" with Jota, who he said has overloaded a shoulder muscle, is expected to be back ""a bit earlier than Joe"". He believes Darwin Nunez has the potential to kick on after his double againstBrentford: ""The most difficult thing in football is to find consistency. Only a few players in the world are able to be at the same level every three days in a row. Next step for him is if he can go into the bracket of players who are outstanding every three days. It's a nice challenge for him."" On Bees boss Thomas Frank's comments that the Reds are the best team in the world: ""His opinion means something to me because he has shown at Brentford how well he has done for so many years without spending crazy amounts of money. But I think it's far too early to say these things. The Champions League format is different. We have to face a lot of teams."" Slot is not over concerned by finishing top of the League Phase table: ""The most important, when we go out there we want to win a game. I'm not thinking at the league table in a way that if you finish number one you get the easiest team because being on top doesn't tell you you're the best team. It's impossible to say because of the strange format we have."" On improving attacking output: ""We have scored more in the last eight, nine games. We've conceded a few too so we've needed these goals more than in the beginning of the season. I can't come up with why it has changed but we are working together and know even better what we want with the ball."" On Tuesday's opponents: ""I am not surprised but impressed. I was impressed by their manager Bruno Genesio at Rennes, at the way his team played. I've seen many games of them and I'm not surprised. They've deserved every single point."" Follow all of Monday's Champions League news conferences and the rest of the day's football news"
3/17/2025,15:36,'I want to fight for my place and position' - Elliott,"Liverpool midfielder Harvey Elliott says he is ready to fight for his place in Arne Slot's team after returning from injury. The 21-year-old, who played significantly under Jurgen Klopp, told BBC Radio Merseyside that he knows what he needs to do in order to be in Slot's first team. ""I just need to keep my head down, keep working hard and keep trying to help the team whenever I'm needed,"" he said. ""It is just about waiting for my time. ""I was out with an injury, so I don't expect to be back and playing straight away and I will give it everything I can. ""If you look at the team now with the sprint distance the team is doing and the constant pressing, it is something I can do but I can improve it a little bit more so that it is effective. ""Liverpool is my club and my team and I want to fight for my place and position in the team. It is down to me to put the effort and desire in to make it achievable."" Listen to the full interview on BBC Radio Merseyside"
3/17/2025,14:26,'There are teams who can catch Liverpool',"BBC chief football writer Phil McNulty has been answering your questions. Joe asked:Are people trying to create a title race when there isn't one? All available evidence points to Liverpool by at least eight points. Phil answered:There is still a title race because there are teams who can catch Liverpool,and they have to believe they can, but it would take quite the change for Arne Slot's team not to win the Premier League now. Arsenaltook astep forward againstTottenhamthen a step back againstAston Villa, and whileNottingham Forestare having a remarkable season under Nuno Espirito Santo, I cannot put my hand on my heart and say I think they will win the title. If Forest get into Europe, even the Champions League, then that will be an incredible achievement alone. Manchester Cityare simply too far back now."
3/17/2025,09:23,Brentford 0-2 Liverpool - the fans' verdict,"We asked for your thoughts after Saturday's Premier League game between Brentford and Liverpool. Here are some of your comments: Brentford fans: George:Thomas Frank talked about finally being able to go toe-to-toe with a top-side after the draw against City - you can't say we didn't do that again. The final four minutes will have absolutely crushed the team's spirit. I hope the fans and staff are able to build it back up again quickly - playing like that versus any other team in the league would have given us three points. Uzzi:About as cruel an ending you could expect. Played so well against an excellent side, had some good openings but the penny just didn't drop. Always felt one goal would settle it, unfortunately it wasn't for us. Will:We held on and held on and held on but could not get over the line. We did admirably having played City just four days ago. Can't help but wonder if perhaps a couple more subs were needed (Mee for Mads? Rico for KLP? Carvalho for Wissa?). We could have maybe put more fresh legs on and had a better chance. A good game with a disappointing result but we go again… COYB! Ben:Could clearly see the tiredness from an amazing game on Tuesday took its toll. But still so proud of another strong performance against a top side. Even with key players missing we still manage to be competitive. Credit to the manager, coaching team and the players. Keane Lewis-Potter (a winger) playing at full-back and keeping Salah quiet the entire game has to be one of the defensive performances of the season. Liverpool fans: Rob:Nunez man of the hour, could not be happier for him. Szobo was also excellent, as were the back four. Credit to Brentford - they defended very well, often getting the better of our starting front three. Sean:What a surprise end to that game! Nunez is certainly a workhorse but he needs to keep that end product coming else he'll be gone soon. The fact that Alisson and Trent were by far the stand out players is quite a concern. Midfield seemed baffled by the low block. Salah was hardly noticeable (hasn't been for a few games now), while Diaz and Gakpo hold on for too long. Chiesa and Jota need to be starting games. Bench Salah. George:Great energy and intensity with lots of possession. Needed to be more clinical in the last third. Seem to struggle to find a way through teams with a low block. Mo seemed very quiet, not making so many telling runs into the box. I thought Trent played well. We need to work on set pieces as we had so many corners and never looked like capitalising. Substitutions worked well. We deserved the win but it could easily have got away from us. Yusuf:A solid display and one that was much needed after the past few matches. Credit to Nunez - won us the game and has eliminated all questions over his confidence. Something to note though - all players celebrated after the final whistle and went over to the fans but Mohamed Salah. Has transfer speculation affected him over the past few games?"
3/17/2025,08:33,Slot 'remarkable' but title not 'done and dusted',"The title race is not over but Liverpool's determination in the final minutes of the game againstBrentfordwill help them to continue their hunt for silverware. That's the view of former Premier League striker Glenn Murray, who has heaped praise on manager Arne Slot during a weekend where his side moved six points clear at the top of the Premier League with a game in hand on their closest rivals. ""There is real belief in the squad that they are going to win and win the title,"" said former Premier League striker Glenn Murray on the BBC Radio 5 Live Football Daily podcast. ""Slot has got a wonderful balance to this side and he is getting more out of certain players than Jurgen Klopp would have done. ""What he has done in such a short space of time is remarkable, plus he has managed the contract situations [of Virgil van Dijk, Mohamed Salah and Trent Alexander-Arnold] perfectly because that could easily disrupt a dressing room. ""I think Liverpool will go on to win the title but there will be a blip along the road, so it's not a case of the race being done and dusted."" Listen to the Football Daily podcast on BBC Sounds"
3/17/2025,08:01,'Slot looked like he was trying to solve a puzzle',"It was very interesting watching the Liverpool technical area on Saturday. Just as Arne Slot has imposed a different style on this Liverpool team when compared to Jurgen Klopp's approach, so to does he cut a completely different kind of figure on the touchline. There were very occasional flashes of frustration and even anger from Slot, but in general his demeanour is calm, his instructions to staff and players methodical and composed. Klopp would have been leaping around, gesturing and yelling watching his team fail to score despite 30-odd shots, but Slot looked like he was trying to solve a puzzle. This isn't meant as praise or criticism of either manager. Merely an observation that Liverpool's steadier, more patient build-up appears to be a reflection of the personality of their (relatively) new boss."
3/17/2025,11:15,Catch up on the Premier League action,"Watch highlights and analysis from Saturday's five Premier League fixtures. If you missed Match of the Day,you can catch up now on BBC iPlayer. Listen back to full match commentaries on BBC Sounds: Brentford 0-2 Liverpool Arsenal 2-2 Aston Villa"
3/17/2025,17:37,'Nunez always has a lot of impact',"Liverpool boss Arne Slot told BBC Sport after today's win:""During the season you're hoping for these moments. Many moments - we could have scored a late winner against United, Forest, Fulham. Today it worked. We managed to score in the last few seconds. ""We were close to not getting what we deserved. The amount of chances we created was like on Tuesday against Forest - a lot. We were close to going off without a win. That combined with a late winner is what we were most happy about. And it was a significant game."" On Darwin Nunez:""He's always having a lot of impact when he comes in. Brings energy and power. Most of our games are the last half hour in control around 18 yards, and that's where he's at his best. The first hour is often open but the last 30 minutes dominant. Then to have someone like Darwin is nice to have. ""I don't only look at results. We created a lot. But now it's a win so I don't have to say look at our performance. I was very pleased with our performance. Brentford made it a fight. They have good players and a good game plan. It was a nice game to watch like every time Liverpool are on the pitch."""
3/17/2025,17:22,Brentford 0-2 Liverpool: Did you know?,"Since his first Premier League campaign in 2022-23, only Jhon Duran (eight) has scored more goals as a substitute than Liverpool's Darwin Nunez (seven), while he has more goal involvements as a substitute than any other player (11). Liverpool's 37 shots against Brentford is their joint-most in a Premier League game on record (since 2003-04), also doing so againstEvertonin April 2016. The Reds failed to score with any of their first 35 shots in today's game, before netting with their final two through Darwin Nunez."
3/17/2025,17:19,'This season will definitely be a bumpy ride',"Liverpool captain Virgil van Dijk told BBC Sport after today's victory:""It was a lot of hard work. Brentford away is a difficult place to come. The way they press high, eventally going to a low block and the quality they have on the break. We did well. We kept working, kept trying. Eventually Darwin made a difference with the two goals. ""We've experienced it two games in a row - especially the second half against Forest. It's also quality from Brentford that they want you to try to force it a bit because they'll get you on the break. We did well and limited them. ""Darwin since the day he came in he brings a lot of energy. As a striker you're judged by your goals. Maybe it's tougher than ever. He's working hard and learning. Today he had a massive part of the victory. It was well deserved. ""Today was a small piece of the puzzle. We have to keep going."" On Darwin Nunez's double:""You have to earn these things. As a striker you get judged on goals especially at a club like Liverpool. Today he put his mark on the game. Very important. We need everyone at their best. Today was his day."" Were they at their best?""I think so, yeah. Don't you think so?"" ""They have a very clear structure. You try to break a low block down and if you lose the ball sometimes you can get a counter-attack on you. They create some danger moments. They create them against any team in the league. We handled it well and could have scored more. ""There is no walk in the park. Every game, teams are very good. They want to play their best game against us like we want to play our best game against them. ""If nobody is ready for a bumpy ride then this season will definitely be one."""
3/17/2025,16:54,Brentford 0-2 Liverpool - send us your thoughts,Were you at the game or following from elsewhere? Have your say on Brentford's performance What did you make of Liverpool's display? Come back to this page on Monday to find a selection of your replies
3/17/2025,11:30,Follow Saturday's Premier League games live,There are five Premier League fixtures on Saturday and BBC Sport will bring you all the action. Newcastle v Bournemouth (12:30) Brentford v Liverpool -listen on BBC Radio 5 Live Leicester v Fulham West Ham v Crystal Palace Arsenal v Aston Villa (17:30) -listen on BBC Radio 5 Live All kick-off times 15:00 GMT unless stated Follow all of the action and reaction here
3/17/2025,11:15,Sutton's predictions: Brentford v Liverpool,"I thought Liverpool were really unlucky not to beatNottingham Foreston Tuesday. They played well had enough chances to win, but Forest keeper Matz Sels made some excellent saves. Now, withArsenalwinning on Wednesday, this game has become massive for Liverpool. If they don't win it, people are going to really question them. Arne Slot's side have drawn their past two league games, and lost toTottenhamin the first leg of their Carabao Cup semi-final. So, since the turn of they year they have only won one game in four - the home FA Cup tie against Accrington. It is something of a mini-blip for them, and they need to get back on track. But they are still where they want to be - four points clear at the top of the Premier League and with a game in hand on the teams below them. This is going to be another tough game for the leaders, though. People might see Brentford's late comeback againstManchester Cityas justification for them resting players in their FA Cup home defeat byPlymouth. I disagree with that, but the Bees have shown this season that they never lie down and I can see them scoring and keeping this close. Unlike City, though, I believe Liverpool will find a way of getting over the line. Sutton's prediction:1-2 Read the full predictions and have your say here"
3/17/2025,18:27,Slot wants more late winners from Liverpool,"Liverpool have seen their Premier League lead reduced to four points byArsenaland, while Reds boss Arne Slot wasn't showing any signs of being ruffled when he spoke to the media on Friday, he did highlight an aspect of his side's play he would like to see improved in the second half of the season. Having been held to draws byNewcastle United,Fulham,Manchester UnitedandNottingham Forestin four of their past seven league games, Slot wants his players to take their chances late on in tight encounters. ""One of the things I would like us to do better in the second half of the season than the first half, although it wasn't necessary that many times, is to make a late goal winner,"" said the Dutchman before his side's game atBrentfordon Saturday (15:00 GMT). ""Hopefully we don't come to these situations a lot but we definitely, if we are coming in those situations, have one, two or three times a moment where we do score in the last minute of the game when we deserve it."" Liverpool have a game in hand over Arsenal and play before the Gunners kick-off againstAston Villaat 17:30 on Saturday. However, Slot said he was staying focused on his job at Liverpool rather than looking at his rivals or the league table. ""I didn't even know they [Arsenal] were playing later than us. I only look at the opponent we have to face and I know that is a tough one,"" he added. ""I don't think we are thinking about the league table as much as the media are. We are trying to get the best out of the players and the players are trying to get the best out of themselves every single day. ""These players know how long the season still is and how many games they need to be in the best possible form to win something at the end of the season, which is not something that happens every season. ""We are not so focused on the league table as other people are."""
3/17/2025,17:41,Is Szoboszlai a key improvement factor?,"Liverpool's second-half endeavour in their draw atNottingham Forestsaw them end the game with a central midfielder at centre-back, full-backs playing as wingers and a healthy 23 shots on a night where Arne Slot showed an abundance of creativity and adventure. The Reds' attacking output has been stellar - with 48 goals a league high by a distance. The question is, as they near a junction in their season where finding a fraction more in the locker could draw them away from a chasing pack, where might such small margins be hiding? Almost every attacking player is exceeding their xG - with Mohamed Salah frontrunning on 18 goals from an expected 16.94. Luis Diaz - eight goals from an xG of 5.28 - and Cody Gakpo - six from an xG of 3.88 - are outperforming by a margin. The only player not hitting their xG is Dominik Szoboszlai, with two goals from an expected 4.31. Is this small slither of data an area where Slot's side can find crucial improvement? In the Hungarian's defence, he has created 28 chances in the Premier League this season, figures only bettered by Salah (42) and Trent Alexander-Arnold (37). He can question the finishing of others as to why only two of those chances have turned into assists. Ultimately, extracting more from Szoboszlai seems an obvious pathway to improvement - both in his own finishing and in how others process what he tees up. In pondering what or who can improve, the Reds must make sure so many players continue to outperform as the graph above displays. And ultimately, if anyone can make a leap to get anywhere near the 31 combined goals and assists Salah has delivered, the Reds will be almost impossible to stop. Diaz - on a humble 10 by comparison - sits second in the ranking. Salah has trebled the critical output of his nearest counterpart. If anyone finds a burst of form to narrow the gap to him, a 20th league title would be all but guaranteed."
3/17/2025,16:22,Nunez not struggling with confidence - Slot,"Is Darwin Nunez low on confidence? Liverpool head coach Arne Slot does not believe so and says his current form is similar to what any striker goes through in their career. He is, however, really pleased with Luis Diaz who is proving he can score when starting on the left-hand-side or centrally for the Reds. This video can not be played "
3/17/2025,15:49,Brentford v Liverpool: Did you know?,"Liverpool have conceded the first goal in five of their past seven Premier League games, having done so in just three of their first 13 this season. However, they have not lost any of these matches, recovering to win once and draw four."
3/17/2025,13:55,'We compete with teams spending incredible amounts' - Slot,"Arne Slot is thrilled Liverpool are ""still able to compete"" as Premier League rivalsManchester Cityflex their financial muscles over star striker Erling Haaland. With the Norwegian striker signing a new nine-and-a-half year contract, it shows a huge contrast as to what is happening on Merseyside with Trent Alexander-Arnold, Virgil Van Dijk and Mo Salah all on course to be free agents in the summer. The weekly wage cost of Liverpool's three stars is £750,000, whereas it is reported Haaland's new deal will be two thirds of that alone. And, with City reportedly expected to splurge over £150m in this transfer window and Liverpool unlikely to make a significant deal, it begs the question of whether their own position in English football's pecking order is at risk. This was asked to Slot in Friday's news conference before the Reds' weekend game at Brentford, and he replied: ""Not particularly about the investment but we know how good we have to be every single day to compete in this league. ""It is not only the club you are referring to,Chelseaalso spend £1.2bn, (Manchester)Unitedspend an incredible amount. ""Every team spends a lot of money over here, that's why it's such an interesting league to be part of. ""Some seasons this club spends a bit more, other seasons other clubs spend a bit more. That's what makes this league so intense and so difficult to win. ""But that's also the reason why we want to be here. You want to compete against the best, with the best, and we are very happy with the team we have at the moment and we are still able to compete with all the teams that are spending incredible amounts of money."""
3/17/2025,13:36,Jota 'niggle' shouldn't stop loan move for Danns,"This video can not be played  Liverpool head coach Arne Slot confirmed Diogo Jota ""felt a little niggle"" in Tuesday's game againstNottingham Forestand is now a doubt for Saturday's trip toBrentford. However, the forward's latest injury is unlikely to hinder a potential loan move for academy star Jayden Danns, who has done ""really well"" when called upon. Slot still feels he has an adequate number of players available."
3/17/2025,12:25,Haaland's contract 'grates for a few reasons',"Being a Liverpool fan, fighting againstManchester Cityhas often felt like we are competing on an un-level playing field. They spent brilliantly to dominate the Premier League, but could buy with impunity. A £50m full-back does not work out? No problem, they just get another. Liverpool would not get away with spending huge money on Kalvin Philipps and Mathueus Nunes, for example. If we stumped up £100m on this pair, that would be it - the midfield budget gone. So Erling Haaland's new contract grates for a few reasons. Firstly, Liverpool's own superstars have not had their deals renewed. FSG are haggling over the money and length of terms and we might lose Mohamed Salah, Trent Alexander-Arnold and Virgil van Dijk. Three of the best players on the planet. City though, despite being in a rut, extend Haaland for a decade. Secondly, City have endured their first poor run in a very long time and immediately, Pep Guardiola is given money to fix it. Claudio Echeverri has come in, with Omar Marmoush and Abdukodir Khusanov arriving shortly in what could be a £100m+plus January spend. Liverpool are crying out for defensive reinforcements but the right opportunity just does not arise. Thirdly, Haaland's renewal suggests City are extremely confident their punishment for the 115 charges will be minimal. After all, why would the Norwegian commit his whole career to a club facing potential relegation? Liverpool need a win againstBrentford, badly. And a contract or transfer announcement, however unlikely, would be nice, too. Find more from Jordan Chamberlain atEmpire of the Kop, external"
3/17/2025,10:08,"Slot on Jota's injury, Nunez's confidence and Brentford","Liverpool boss Arne Slot has been speaking to the media before Saturday's Premier League game againstBrentford(kick-off 15:00 GMT). Here are the key lines from his news conference: Diogo Jota ""is going to struggle"" after feeling ""a niggle"" in the draw toNottingham Forest. He did not train on Thursday. Meanwhile, Luis Diaz, who also did not train yesterday, is expected to be fine having only missed the session with a sore throat. Slot said he expect a ""tough game"" against Brentford, acknowledging there ""has been a lot to prepare"" his players for after analysing their style and ""many strengths"". On what he expects from the Bees: ""They have a high press going man to man and can defend in a low block. They can score goals in all sort of ways, are a threat from set-pieces and can score in the first seconds."" He said his team ""don't think about the league table every single day"" like the media do and his players ""know how long the season is and how they have to be in their best form to win a trophy."" On an upcoming busy schedule: ""It has been a double programme week since the Champions League started. It is what makes the Premier League the hardest league in the world to compete in. But we have tried to prepare them in pre-season for this. They are completely fit and ready."" He disagreed that Darwin Nunez is low on confidence and said ""it is the life of a striker that sometimes you score and sometimes you don't."" Slot added: ""We  have so many goals in our team and Darwin will score like he has in the past for this club. I don't see him struggling that much."" On Diaz playing more centrally given Cody Gakpo's form on the left-hand-side: ""He has done really well as a nine. I am happy with how he does as a left-winger or a nine. He has scored many goals in either [position]."" He said Liverpool's lack of clean sheets in recent games is ""not a concern but it's also not what we want"" as they compete for the title. Striker Jayden Danns could still move away from Anfield on loan in this transfer window despite Jota's new injury: ""We do already have three options and we don't expect Jota to be out for a long period of time. Jayden did really well when he came in but it's up to us as the club to make the decision for him now and for the club in the long term."" On whether he is concerned about the lack of goals from substitutes: ""No, because there are not many times where they've needed to affect the game with a goal. One of the things I would like us to do better is to have a late winner. There were a few games where we created chance after chance to score a winner - and we haven't."" Follow all of Friday's Premier League news conferences and the rest of the day's football news Listen to live commentary of Brentford v Liverpool on BBC Radio 5 Live from 15:00 GMT"
3/17/2025,07:48,Salah's future back in the spotlight,"Mohamed Salah's future is back in the spotlight with the Liverpool forward  apparently being targeted by the Saudi Pro League again. To add to the speculation, Turki Alashikh, who is a huge figure in Saudi Arabian sport and has helped make some of boxing's biggest fights, posted a mocked-up picture on social media of Salah in an Al-Hilal shirt. Liverpool manager Arne Slot has fielded plenty of questions about the future of Salah and he will probably be asked about him again when he chats to the media at 09:15 GMT, prior to his side's game atBrentfordon Saturday. If somehow you had not heard, Salah's contract, like that of team-mates Trent Alexander-Arnold and Virgil van Dijk, runs out in the summer and the trio have been able to talk to international clubs since the start of January. When it comes to on-pitch issues, Liverpool have seen their lead at the top of the Premier League reduced to four points byArsenal, who have played a game more. It follows the Reds having won three games and drawn four from their past seven league outings in a run has included just one clean sheet and given their rivals hope that they can be caught. They were held to a 1-1 draw atNottingham Foreston Tuesday and we will also hear what Slot has to say about the situation. The Reds will want to quickly get back to winning ways to reassert their authority, but that could be easier said than done. The Bees came back from 2-0 down to draw 2-2 againstManchester Cityat home on Tuesday and have one of the best home record's in the top flight this season. One of the team selection decisions that Slot faces is over Diogo Jota. The Portugal international scored the equaliser at Forest 22 seconds after coming on and has a strong case to start."
3/17/2025,07:40,Gossip: Saudi side in talks with Salah,"Saudi Arabian club Al-Hilal have reopened negotiations with the representatives of Liverpool and Egypt attacker Mohamed Salah.(L'Equipe), external Want more transfer stories? Read Friday's full gossip column Follow the gossip column on BBC Sport"
3/17/2025,14:17,'May be time for Kelleher' or 'can't believe we're considering the question?',"We asked for your views on whether you would like to see Caoimhin Kelleher return in place of Alisson, and whether the Brazilian's form was declining or if he was just having a blip. Here are some of your comments: Roger:Kelleher was unlucky to lose his place when Ali returned to fitness. Ali has made the odd mistake since his return and the way Kelleher was performing in Ali's absence (the third goal vNewcastleaside) does make me wonder if one or two of the goals we conceded since Ali's return may have been prevented. It's a tough decision for Slot, but I would have kept Kelleher in. Rick:It may indeed be time to give Kelleher a decent run in the side. He's a great keeper and deserves his chance, especially due to the patience he has shown and for being a team player. It's not so much the number of goals that Alisson has conceded, but there are other errors creeping into his game, especially with the ball at his feet. His positioning is sometimes questionable and ball handling doesn't seem to be quite as good as it was previously. While the goals he's conceded since coming back into the team may not be a direct consequence of errors, it may only be a matter of time before this happens which could be in a very important game or at an important moment in a game that has a missive impact on a result. Keith:I am always more nervous when Alisson is in goal. I feel that Kelleher has done more than enough in the games he's played to be first choice and given his age he has to be the future for the team. Rich:Can't believe we're even considering the question. Alisson is the best goalkeeper in the world while Kelleher is the best number two in the world. Hope we're able to hang onto both as Alisson does tend to pick up an injury a couple of times a season. Ken:As with any position in the Liverpool team, there is competition for places. We can see this clearly demonstrated, and working really well, with the plethora of strikers and midfielders being rotated regularly. The goalkeeping position should now also be open to this, given how strong Kelleher is. Alisson is still the number one but Slot must pick on form, rather than sentiment. Give Kelleher a shot to try and claim the position - he's too good to stay on the bench and possibly leave the club. Alex:As a Liverpool fan I love Alisson, he's saved us on so many occasions, not to mention scoring that header againstWest Bromto secure a Champions League spot. However, I would give Kelleher a run of games, dropping Alisson to the bench. The same way I expected Southgate to select his England players based on form, I'd like Slot to start the best performing goalkeeper, despite Alisson being one of the Premier League's all-time greats."
3/17/2025,11:52,Is it time for Kelleher to be given his chance?,"On Tuesday night,Nottingham Foreststriker Chris Wood was slid down the side of Virgil van Dijk. The shot was on target but the angle was tight and the Liverpool captain looked unconcerned. Nottingham Forest's top scorer is undoubtedly on a hot streak and his effort was well placed, albeit lacking power off his weaker side. Regardless, it was good enough to beat a sprawling Alisson and put Liverpool behind in a Premier League match. Again. Since Alisson joined in July 2018, he has been Liverpool's undisputed number one – a critical component in the spine of Jurgen Klopp's most successful sides. However, this season, legitimate questions are being asked about his position, especially with his replacement Caiomhin Kelleher performing so well in his absence. Take the expected goals against (xGA) metric. That Wood shot registered only 0.16 but still went in. In fact, as the chart shows, in Alisson's 12 games this season, the data suggests he has conceded more than he ought, shipping 11 goals from an xGA of 8.58. On the flipside, Kelleher has performed better – his xGA being more than the number of goals he has let in. It is a similar story with save percentage as Kelleher's 71% outweighs his more illustrious colleague. There is also the question of how Liverpool's goals have been conceded. Yes, Alisson was between the posts for their fine start this season, with only one goal shipped in the first four. When he got injured at the start of October, Kelleher let in fewer than one a game until allowing Newcastle to score three in his final game before Alisson returned. Nine goals given up in six games since the Brazil keeper rejoined the team lends further credence to those who say Kelleher deserves his chance as Liverpool number one. But what do you think? Would you like to see Kelleher in goal for Liverpool? Is Alisson's form declining or is this just a blip? Let us know"
3/17/2025,10:30,'Gravenberch's alternative is not ideal',"The Redmen TV's Dan Clubbe spoke to BBC Radio Merseyside about potential signings in the Janaury transfer window: ""I would like to see a new defensive midfielder. Ryan Gravenberch has been absolutely exceptional, but the alternative in that position is not ideal. ""If Tyler Morton was allowed to leave, there is definitely scope to add somebody of a similar profile to Gravenberch - maybe a little bit younger. ""I take Arne Slot's point [of Liverpool not desperately needing a new signing] - he is the head coach and not the manager, and I think that is quite telling when it comes to the transfer talk. He's not going to be pressed on it. ""I don't understand how we have gone from the need to sign Martin Zubimendi to not needing him all of a sudden."" Listen to the full interview here"
3/17/2025,07:56,Gossip: Real Madrid cool interest in Alexander-Arnold,"Real Madrid have backed off in their pursuit of Liverpool's Trent Alexander-Arnold, 26, and will return for the England defender in the summer.(Relevo - in Spanish), external Egypt forward Mohamed Salah, 32, is set to be offered a £65m payday to tempt him to leave Liverpool for Saudi Arabia in the summer.(Sun), external Want more transfer stories? Red Thursday's full gossip column Follow the gossip column on BBC Sport"
3/17/2025,07:55,Catch up on Premier League action,"Watch highlights and analysis from eight midweek Premier League fixtures. If you missed Match of the Day,you can catch up now on BBC iPlayer. Listen back to full match commentaries on BBC Sounds: Chelsea 2-2 Bournemouth Nottingham Forest 1-1 Liverpool Everton 0-1 Aston Villa"
3/17/2025,17:44,'So are we in a crisis now?' Van Dijk jokes after latest draw,"Virgil van Dijk says Liverpool's recent run of three wins in seven games in all competitions proves the strength of English football rather than the Reds are struggling. A 1-1 draw at second-placedNottingham Foreston Tuesday came after a home draw withManchester Unitedin the Premier League, while last Wednesday they lost atTottenhamin the Carabao Cup. ""So are we in a crisis now?"" said the central defender. ""It only confirms the Premier League is a very tough league where you play against opponents who are very good. ""Every game is tough - we have to find a way to win. We have been outstanding the whole season with everything we have been doing. In games sometimes things doesn't always go your way, [but] that's part of being a football player. ""We can't be perfect all the time, but all the hard work we have put in so far should give us the confidence to go out there and show who we are."" Saturday brings another away test, againstBrentfordwho came from two goals down with 10 minutes to go to draw againstManchester Cityon Tuesday. ""They scored twice in the last 10 minutes so that is a great result for them,"" said Van Dijk. ""I think they have been very good at home, so it is always going to be a tough game there. ""We will prepare in the best way possible. We have to make sure we are fully fit and make sure we are ready to go there on Friday, first travelling down and then having a good sleep and preparing for a very tough game."""
3/17/2025,14:03,'Genuine belief remains Reds can rediscover form and deliver dreams',"Liverpool's draw atNottingham Foresthad all the hallmarks of two teams at the top of their game, playing out a six-pointer at the top of the table. Make no mistake, Nuno Espirito Santo's team are a serious contender for a Champions League position based on the evidence they provided on Tuesday. The crowd was right up for it and created the noise that allowed their team to take an early lead and really trouble their opponents in several spells throughout the game. Arne Slot's team started well, but were too easily picked apart for the goal and there are definitely some concerns in the manner in which the Reds are both starting games and being cut apart by any opponent worth their salt over the past few weeks. They will need to ensure they send out another statement when they visitBrentford,in order to further cement their position as the league leaders. Liverpool have given themselves leeway to drop points against teams either  in-form teams with belief, like Forest andManchester United.However, they cannot afford to rest on their laurels and think the competition is out of sight. It would be nice to see the Reds strengthen in January to bring a little more solidity at the back, but there is still a genuine belief they can rediscover their early season form and deliver all of our wildest dreams in May. Find more from Josh Sexton atThe Anfield Wrap, external"
